id,name,popularity,followers,genres,user,detected category,record_label
4Z8W4fKeB5YxbusRsdQVPb,Radiohead,87,14172116,"alt, alternative rock, art rock","I, C",Alternative/Indie; Rock/Metal,XL Recordings
4Zjxd2hv7Hb8zJMIy8A1TM,German Error Message,41,43220,"ambient folk, lo-fi indie, slowcore",C,Alternative/Indie,"Cave Tour Records, German Error Message"
4g2EfgpanE2Z9LG1nQ9zNy,Varg²™,41,53675,"experimental, hyperpop",I,Electronic; Pop,"Blodörn, Northern Electronics, Posh Isolation, YEAR0001"
4g6EnIPhmYBTZ7vsmxDkxH,Downstait,47,54807,"alternative metal, hard rock",M,Alternative/Indie; Rock/Metal,Downstait
4gzpq5DPGxSnKTe4SA8HAU,Coldplay,90,61329594,"alternative rock, pop rock","M, C",Alternative/Indie; Rock/Metal,"Parlophone Records Limited, Parlophone UK"
4jSYHcSo85heWskYvAULio,Mojave 3,48,185382,"dream pop, shoegaze, slowcore",C,Pop; Rock/Metal,4AD
4kSGbjWGxTchKpIxXPJv0B,Crumb,58,667420,"alt, bedroom pop, neo-psychedelic",I,Alternative/Indie; Pop,Crumb Records
4kZt5tLRG8CuE2xmhO9k2r,Felipe Da Don,10,9073,"latin hip hop, latin trap",M,Hip Hop/Rap; International,Unknown
4r63FhuTkUYltbVAg5TQnk,DaBaby,78,13019578,"rap, trap",M,Hip Hop/Rap,"South Coast Music Group, South Coast Music Group / Interscope Records / Atlantic Records, South Coast Music Group LLC, distributed by Interscope Records, South Coast Music Group, LLC, distributed by Interscope Records, South Coast Music Group/Interscope Records"
4tX2TplrkIP4v05BNC903e,Tom Petty and the Heartbreakers,69,3113880,classic rock,C,Rock/Metal,"Geffen, Reprise, Warner Records"
4wyNyxs74Ux8UIDopNjIai,King Krule,61,970891,"indie, jazz rock, post-punk jazz",C,Alternative/Indie,"Matador, True Panther Sounds"
50co4Is1HCEo8bhOyUWKpn,Young Thug,85,12525778,"melodic rap, rap, trap",M,Hip Hop/Rap,"300 Entertainment, 300 Entertainment/Atl"
56ZTgzPBDge0OvCGgMO3OY,Beach House,73,2841042,"dream pop, pop","I, C",Pop,"Lemon Glow Records, Sub Pop Records"
56dO9zeHKuU5Gvfc2kxHNw,Chevelle,70,2195715,"alternative metal, nu metal, post-grunge",C,Alternative/Indie; Rock/Metal,"BMG Rights Management (US) LLC, Epic"
579LsvZcRVKtToYjS0tkKz,Big Scarr,60,642414,"southern hip hop, trap",M,Hip Hop/Rap,"1017/Atlantic, Atlantic Records"
57DlMWmbVIf2ssJ8QBpBau,Toby Fox,75,2141296,"edm, soundtrack",I,Electronic; Other,"Camellia, Temmie Chang & Toby Fox, Materia Collective, Monstercat"
57vWImR43h4CaDao012Ofp,Steve Lacy,79,6521000,indie,"I, C",Alternative/Indie,"3qtr, L-M Records, L-M Records/RCA Records"
5AyEXCtu3xnnsTGCo4RVZh,Duster,64,1273182,"edm, shoegaze, slowcore","I, C",Electronic; Rock/Metal,Numero Group
5CFSYjc0PAiQvndFjafabk,Dean Blunt,66,465826,art pop,C,Pop,"L.A. Club Resource, Rough Trade, WORLD MUSIC, World Music"
5D2pVmcsajqTCO3czYdzrF,PaperRoute Woo,49,21952,"brooklyn drill, drill",M,Hip Hop/Rap,Paper Route Empire
5DslL3PUa3BcRlCCEP64A4,The Hellp,55,94877,"electroclash, hyperpop, new rave",I,Electronic; Pop,"Anemoia/Atlantic, Atlantic Records, Terrible Records"
5F1aAS1duwlzExnPs3l2Xe,Pooh Shiesty,69,2160631,"southern hip hop, trap",M,Hip Hop/Rap,Atlantic Records
5H0YoDsPDi9fObFmJtTjfN,Ariel Pink,49,337309,neo-psychedelic,C,Alternative/Indie,"4AD, AjA Records, Golden Triangles, LAC Records, MG.ART, Mexican Summer, Play Nice, Spunky Monkey Music"
5H4yInM5zmHqpKIoMNAx4r,Central Cee,80,9864218,"drill, grime, uk drill, uk grime",M,Hip Hop/Rap,"Central Cee, Columbia"
5INjqkS1o8h1imAzPqGZBb,Tame Impala,86,9716263,"indie, neo-psychedelic","M, I",Alternative/Indie,"Columbia, Modular, Universal Music Australia Pty. Ltd."
5K4W6rqBFWDnAN6FQUkS6x,Kanye West,91,31306636,rap,"M, I, C",Hip Hop/Rap,"Getting Out Our Dreams II / Def Jam Recordings, Getting Out Our Dreams II, LLC / Def Jam Recordings, Getting Out Our Dreams, Inc./Def Jam Recordings, Rock The World/IDJ/Kanye LP7, Rock The World/IDJ/Kanye/LP6, YZY"
5Kbx8AkkM7259YdQh4rTdX,A Beacon School,38,50151,dream pop,C,Pop,Grind Select
5NXHXK6hOCotCF8lvGM1I0,Porcupine Tree,54,770984,"art rock, progressive metal, progressive rock, space rock",C,Rock/Metal,"Kscope, Music For Nations, Snapper Music Ltd"
5PbpKlxQE0Ktl5lcNABoFf,Car Seat Headrest,61,909790,"indie rock, midwest, midwest emo",I,Alternative/Indie; Rock/Metal,"551448 Records DK, 551448 Records DK2, Matador"
5RMUeKq0dZxg9RHE1f0B9P,Tm88,39,98988,"hip hop, trap",M,Hip Hop/Rap,"Atlantic Records / Columbia Records / EMPIRE, Capitol Records, Rubberband Money Gang / Freebandz Ent."
5SBOWUBQdfga0xprPVBxOr,Idil Biret,50,17047,"classical, classical piano",I,Classical,"Idil Biret Archive, Naxos Special Projects"
5ShFRZUGJZL1qMkIPtYV5M,Gorky's Zygotic Mynci,26,27183,"britpop, neo-psychedelic, pop",I,Alternative/Indie; Pop,"EMI, Mantra"
5SyGEPymt1G2uto47tVWvZ,MadeinTYO,56,1033200,"hip hop, trap",M,Hip Hop/Rap,"Commission Records, Commission/BMG, MadeinTYO, Madeinsounds, Madeinsounds/GDF Records/Creator-sync, Outliers Entertainment, Private Club Records., Yokohama"
5U2FH1VnxiZYbLcUVWGrov,Lady Radiator,46,29212,post-hardcore,C,Rock/Metal,Lady Radiator
5V0MlUE1Bft0mbLlND7FJz,Ella Fitzgerald,73,2742990,"big band, christmas, jazz, jazz blues, swing music, vocal, vocal jazz",I,Jazz; Other,"Diggers Factory, MC - Music Central, Mouton Recordings, Primary Wave Music, The Moment of Truth, UME - Global Clearing House, Verve, WTM CLASSIC"
5VadK1havLhK1OpKYsXv9y,D-Block Europe,75,1809764,"grime, uk drill",M,Hip Hop/Rap,"D-Block Europe, D-Block Europe & Yxng Bane"
5Wabl1lPdNOeIn0SQ5A1mp,Cocteau Twins,67,1407686,"dream pop, gothic rock, shoegaze",C,Pop; Rock/Metal,"4AD, EMI, UMC (Universal Music Catalogue)"
5ZS223C6JyBfXasXxrRqOk,Jhené Aiko,77,9687637,r&b,M,R&B,"APG Inc – Sleep Soul, Def Jam Recordings"
5c3GLXai8YOMid29ZEuR9y,Nick Drake,62,959143,"folk, singer-songwriter",I,Folk,"UMC (Universal Music Catalogue), Universal-Island Records Ltd."
5f7VJjfbwm532GiveGC0ZK,Lil Baby,86,21863653,"melodic rap, rap, trap",M,Hip Hop/Rap,"Quality Control Music (Caroline), Quality Control Music, LLC, Quality Control Music/Alamo Records/Motown Records, Quality Control Music/Motown Records, Quality Control Music/Motown Records/Capitol Records, Quality Control Music/Young Stoner Life Records, a 300 Entertainment Label/Motown Records/Capitol Records, Quality Control/Motown Records"
5iUnvXddCpOrbWKm7QMr6o,Vegyn,57,159924,"experimental hip hop, idm",C,Electronic; Hip Hop/Rap,"PLZ Make It Ruins, Parlophone (France)"
5iwmHxCi5pm28BEykL5Fyd,Surf Rock Is Dead,35,34192,"dream pop, shoegaze, surf rock",C,Pop; Rock/Metal,"Born Losers Records, Surf Rock is Dead LLC"
5jTtGLk1mGFMY5lQOvJYUj,bôa,69,1209598,alternative rock,C,Alternative/Indie; Rock/Metal,Nettwerk Music Group
5o206eFLx38glA2bb4zqIU,Bright Eyes,55,647354,"indie, indie folk",I,Alternative/Indie; Folk,"15 Passenger, Dead Oceans, Saddle Creek, Thirsty Ear Recordings"
5rIiXGQsgxh3nQhEpFIbx7,Augustine Mayuga Gonzales,45,3220,indie,I,Alternative/Indie,"Materia Collective, Mecha Dream Records, infin et al."
5tPS5f7Gu3SaJQusdkehtE,jonatan leandoer96,46,178600,"cloud rap, rap",I,Hip Hop/Rap,"World Affairs, YEAR0001"
5wTAi7QkpP6kp8a54lmTOq,Johannes Brahms,66,1087047,"chamber music, classical, classical piano, orchestral",I,Classical,"Musica Novantiqua, Novus Promusica, UME - Global Clearing House, Warner Classics"
5wh9QhNjDHu546xgz3LqRF,Tirful,22,3139,indie,I,Alternative/Indie,Devoid Of
5x2Ufw4gSPVw4TNcGCpFT1,Moritz Moszkowski,38,12932,"classical, classical piano",I,Classical,"Apfel Café Music, Beatclap, Pianozone, Warner Classics, iMD-Claudio Colombo"
5yPzzu25VzEk8qrGTLIrE1,Young Nudy,69,1700448,"rap, southern hip hop, trap",M,Hip Hop/Rap,"Not specified, PDE Records/RCA Records"
60S3PHPmmVaBxa0zrcAiHq,Hibou,37,45394,dream pop,C,Pop,"3722803 Records DK2, Barsuk Records, Spirit Goth Records"
62QURushyB5wug2XPwajwK,Polish National Radio Symphony Orchestra,46,9864,"classical, orchestral",I,Classical,"Accentus Music, Albany Records, DUX, Domino Recording Co, Musiques Suisses, Naxos Japan, Naxos Special Projects, Ondine, eplus music"
62Xs9S1gahH6vGEJ24qdkK,Young Prisms,23,12948,"dream pop, shoegaze",C,Pop; Rock/Metal,"Fire Talk, Kanine Records"
62sC6lUEWRjbFqXpMmOk4G,Fugazi,55,691265,"hardcore punk, indie, noise rock, post-hardcore, punk",I,Alternative/Indie; Rock/Metal,Dischord Records
65smG2lgnRmrDB8g7z1hG0,Paper Route EMPIRE,56,135488,"southern hip hop, trap",M,Hip Hop/Rap,Paper Route EMPIRE
66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande,94,107981653,pop,M,Pop,"Republic Records, Universal Records, Universal Studios and Republic Records, Wicked Soundtrack"
66npZ0iLHcWmV2DAC8oYRF,GRAZER,35,9660,"dream pop, lo-fi indie, shoegaze",C,Alternative/Indie; Pop; Rock/Metal,"Cascine, Independent"
67ea9eGLXYMsO2eYQRui3w,The Who,67,5854998,"classic rock, rock",C,Rock/Metal,"Mercury Studios, Polydor Records, UMC (Universal Music Catalogue), UME Direct, UMe Direct 2"
67lytN32YpUxiSeWlKfHJ3,Yung Lean,68,1169708,"cloud rap, rap",I,Hip Hop/Rap,"World Affairs, YEAR0001, Yung Lean"
699OTQXzgjhIYAHMy9RyPD,Playboi Carti,87,15207323,rage rap,M,Hip Hop/Rap,"AWGE Label, AWGE/Interscope Records"
69HouC7BpXVxTAFwpckJHs,La Capone,40,183595,"chicago drill, drill",M,Hip Hop/Rap,"Streameum Entertainment, Team 600 / La Capone"
6AUl0ykLLpvTktob97x9hO,Tee Grizzley,69,4060913,"detroit hip hop, rap, trap",M,Hip Hop/Rap,300 Entertainment
6AgTAQt8XS6jRWi4sX7w49,Polo G,78,13163309,"chicago drill, melodic rap",M,Hip Hop/Rap,Columbia
6B5c4sch27tWHAGdarpPaW,Seether,71,3860963,"alternative metal, post-grunge, rock",C,Alternative/Indie; Rock/Metal,"Craft Recordings, Fantasy, Fantasy Records, UME - Global Clearing House"
6DGLXvs8Y2RO8VfdOpFLml,David Peacock,44,6037,indie,I,Alternative/Indie,"David Peacock, Materia Collective, Mecha Dream Records, infin et al."
6DgP9otnZw5z6daOntINxp,Joel Corry,68,474083,dance pop,M,Pop,Atlantic Records UK
6GEykX11lQqp92UVOQQCC7,DJ Premier,67,327583,east coast hip hop,C,Hip Hop/Rap,"420 Music / Coalmine Records, TTT, Year Round Records, year round records"
6Ghvu1VvMGScGpOUJBAHNH,Deftones,83,7869837,"alternative metal, edm, nu metal, rap metal, rock, shoegaze","I, C",Alternative/Indie; Electronic; Hip Hop/Rap; Rock/Metal,"Maverick, Reprise"
6Ip8FS7vWT1uKkJSweANQK,Dave,81,6704120,"drill, grime, uk drill, uk grime",M,Hip Hop/Rap,"Dave, Neighbourhood, Neighbourhood [GB] / Dave"
6JvU33PZ8MtZyeFTESr09O,Kap G,44,503169,"southern hip hop, trap",M,Hip Hop/Rap,"Atlantic Records, Fourtune Entertainment Inc., RTR records, Richest In The Room"
6LEeAFiJF8OuPx747e1wxR,Blood Orange,72,1366600,art pop,C,Pop,"Domino Recording Co, Domino Recording Co./RCA Records"
6LQYtKNp3ZsJ9xOzVVUj5j,ギヴン,53,584627,"anime, j-pop",I,Other; Pop,Sony Music Labels Inc.
6NyJIFHAePjHR1pFxwisqz,Kurupt,61,778650,"g-funk, gangster rap, old school hip hop, west coast hip hop",M,Hip Hop/Rap,"Antra Records / Essential Media Group, Compound Interest, Dogg Food Records / RIVAL, Penagon, Penagon Entertainment, Penagon Entertainment LLC"
6QtGlUje9TIkLrgPZrESuk,Steve Miller Band,66,3367059,classic rock,C,Rock/Metal,"Capitol Records, Steve Miller - Owned, UME Direct"
6QtgPSJPSzcnn7dPZ4VINp,King Von,77,8110732,"chicago drill, drill",M,Hip Hop/Rap,"Forever and a Day, LLC / EMPIRE"
6R3Zn2xPFisfiGQIrp4sKd,Phantom Youth,34,5972,"dream pop, shoegaze",C,Pop; Rock/Metal,"Phantom Youth under exclusive license to Amuseio AB, Spirit Goth Records"
6SUbi1ZVEswHqRUWsxmq2m,Kinrose,36,20263,"drill, uk drill",M,Hip Hop/Rap,Unknown
6T5tfhQCknKG4UnH90qGnz,DNCE,68,4597954,"dance pop, pop",M,Pop,"Joseph Jonas/Republic Records, Republic Records"
6XZYAWJLL8UIbxAqjKj3cg,SOHN,46,284676,"alternative, indie",C,Alternative/Indie,"4AD, APM"
6c9mrV72IOeJ5imCUK281g,Franz Gordon,56,43070,indie,I,Alternative/Indie,Unknown
6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran,90,123345894,soft pop,M,Pop,"Atlantic Records UK, Gingerbread Man Records, Gingerbread Man Records / Atlantic Records UK"
6extd4B6hl8VTmnlhpl2bY,Huncho Jack,56,1200857,"rap, trap",M,Hip Hop/Rap,Quality Control Music - Epic
6fFcUOFcbjeIuEomuUthkw,Oklou,63,230930,"art pop, hyperpop",I,Electronic; Pop,"Memory No. 36 Recordings, True Panther Records"
6g0mn3tzAds6aVeUYRsryU,The War On Drugs,60,1010333,indie rock,C,Alternative/Indie; Rock/Metal,"Atlantic Records, Secretly Canadian, Super High Quality, Super High Quality Records"
6hG0VsXXlD10l60TqiIHIX,Ecco2k,61,352318,"cloud rap, hyperpop",I,Electronic; Hip Hop/Rap; Pop,YEAR0001
6i392l38cR3uBPF0DbNs7S,Quality Control,66,1620767,"hip hop, trap",M,Hip Hop/Rap,"Quality Control Music, LLC, Quality Control Music/Motown Records"
6icQOAFXDZKsumw3YXyusw,Lil Yachty,77,10950456,"melodic rap, rap","M, I",Hip Hop/Rap,"QCLG, Quality Control Music, LLC, Quality Control Music/Motown Records, Quality Control Music/Motown Records/Capitol Records"
6jGMq4yGs7aQzuGsMgVgZR,Lil Tjay,76,10274995,"brooklyn drill, melodic rap",M,Hip Hop/Rap,Columbia
6lcwlkAjBPSKnFBZjjZFJs,Alex G,76,3611920,indie,"I, C",Alternative/Indie,"A24 Music, Alex G/RCA Records, Domino Recording Co, Lucky Number, Many Hats Distribution, Milan"
6ngR3n1aQ7GLB5w46hqSWR,David Fray,48,12461,"classical, classical piano",I,Classical,"Erato/Warner Classics, Warner Classics"
6oMuImdp5ZcFhWP0ESe6mG,Migos,75,14692907,trap,M,Hip Hop/Rap,"101 Distribution, Black Market Records, Familiar Territory, Quality Control Music, Quality Control Music, LLC, Quality Control Music/Motown Records, RBC Records"
6olE6TJLqED3rqDCT0FyPh,Nirvana,83,23655349,"grunge, rock",I,Rock/Metal,"DGC, Geffen"
6rUez8y21xlLrYKExcXB1X,ISO Supremacy,55,4845,dark r&b,M,R&B,ISO Supremacy under exclusive license to UnitedMasters LLC
6rX8AFY10dsJkJsv23Z9Um,Karnivool,49,243319,"alternative metal, djent, progressive metal, progressive rock",C,Alternative/Indie; Rock/Metal,"Columbia, Karnivool, Vagrant Records"
6tIWNVs4HVdJCZai0rxYr4,Miriam Keogh,47,257,indie,I,Alternative/Indie,Cello Classics
6tYmTHApvspl6KAgTfHjAY,bar italia,49,86285,lo-fi indie,C,Alternative/Indie,"Many Hats Distribution, Matador, World Music"
6uCXq7IoXFqGSB3L5zX5oV,Trevor Spitta,41,23808,"hip hop, rap",M,Hip Hop/Rap,"Kids Who Jumped, Never Stop Dreaming Music, Sunset Moshpit Productions"
6zvul52xwTWzilBZl6BUbT,Pixies,70,3586665,"alt, alternative rock",I,Alternative/Indie; Rock/Metal,"4AD, BMG Rights Management (UK) Ltd., Infectious Music, Pixies Music"
72NhFAGG5Pt91VbheJeEPG,2hollis,72,577572,"electroclash, hyperpop",I,Electronic; Pop,"2hollis, 2hollis under exclusive license to Interscope Records"
72X6FHxaShda0XeQw3vbeF,Slowdive,66,1390553,"dream pop, shoegaze, slowcore",C,Pop; Rock/Metal,"Creation Records, Dead Oceans, Sony Music UK"
72ltK39qT3DgtiCZgOAaGs,SNUPE BANDZ,48,26926,"southern hip hop, trap",M,Hip Hop/Rap,"Paper Route Empire, Yung skooley"
73sIBHcqh3Z3NyqHKZ7FOL,Childish Gambino,80,14663512,"hip-hop, r&b, rap",C,Hip Hop/Rap; R&B,"Glassnote - VMG, Wolf+Rothstein/RCA Records"
75dQReiBOHN37fQgWQrIAJ,Local Natives,54,663128,indie,C,Alternative/Indie,"Frenchkiss Records, Loma Vista, Loma Vista Recordings"
77SW9BnxLY8rJ0RciFqkHh,The Neighbourhood,86,21902102,indie,"I, C",Alternative/Indie,"Columbia, Columbia/Legacy, Warner Records"
77mJc3M7ZT5oOVM7gNdXim,Her's,65,1212035,indie,C,Alternative/Indie,Heist Or Hit Records
78SHxLdtysAXgywQ4vE0Oa,Bush,65,2120682,"grunge, post-grunge",C,Rock/Metal,"Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States, BMG Rights Management (US) LLC, Cleopatra Records, Zuma Rock Records, earMUSIC"
78sEozQOEJxzXegUuqRSgH,Daniel Barenboim,63,155366,"chamber music, classical, classical piano, opera",I,Classical,"UME - Global Clearing House, Warner Classics, Warner Music Group - X5 Music Group"
7CajNmpbOovFoOoasH2HaY,Calvin Harris,85,23122521,edm,M,Electronic,Columbia
7E74ReKi0BpodmTTNRY4nF,Vasilis Dokakis,2,453,"alternative, indie, post-rock",C,Alternative/Indie; Rock/Metal,Inner Ear Records
7FPO7WTShHCXnmVv7lhhZM,Nana Grizol,35,47196,"anti-folk, folk, folk punk",I,Folk,"Arrowhawk Records / Don Giovanni, Cruisin Records, Orange Twin"
7GuUYiGZOzQwq4L6gAfy1T,SahBabii,58,759410,melodic rap,M,Hip Hop/Rap,"Arena Music Productions, LLC, Casting Bait Music Group / under exclusive license to StreamCut Media, LLC, StreamCut Media, LLC, Warner Records"
7K3zpFXBvPcvzhj7zlGJdO,Crystal Castles,71,3339226,"alternative dance, electroclash, new rave, witch house",C,Alternative/Indie; Electronic,"Last Gang, [PIAS] Recordings Catalogue"
7KJSk2ytUFik1LGqFGHOLW,Clarion,52,46111,shoegaze,C,Rock/Metal,Unknown
7Ln80lUS6He07XvHI8qqHH,Arctic Monkeys,86,32398889,"garage rock, indie",I,Alternative/Indie; Rock/Metal,"Domino Recording Co, Domino/Warner Records"
7bu3H8JO7d0UbMoVzbo70s,The Cure,77,6726472,"darkwave, gothic rock, new wave, post-punk",C,Pop; Rock/Metal,"Mercury Studios, Polydor Records, Rhino/Elektra, Sunday Best Recordings"
7dGJo4pcD2V6oG8kP0tJRR,Eminem,90,105324431,"hip hop, rap",M,Hip Hop/Rap,"Eminem Catalog PS, Shady/Aftermath/Interscope Records"
7gZfnEnfiaHzxARJ2LeXrf,6ix9ine,72,6970203,"rap, trap",M,Hip Hop/Rap,"6ix9ine, 6ix9ine / La Corporación Music, ScumGang Records / TenThousand Projects, LLC, Scumgang Records, Scumgang/TenThousand Projects"
7j1EFfyMGmNxaLNIrVAID4,Wray,30,6737,"dream pop, shoegaze",C,Pop; Rock/Metal,"Communicating Vessels, Earth Libraries"
7jXUQgHvIWbra34WkJcezO,,47,389,"bhajan, vocal",I,International; Other,"Amber Rose Guitar Music, GT Digital / Panoramic ceilings, GT Digital / Paper Cut Music, Intrada, Nordic Sound, Phoenix USA, Silverback Ent., Suoni e Colori"
7lRFrrINQTY35g8hq0kXY5,Johnny Hodges,45,50705,"cool jazz, jazz, swing music",I,Jazz,"Ace Records, Bella Musica Edition, Jube Legends, RCA Bluebird, Squatty Roo Records, SteepleChase, Verve, Verve Reissues"
7rkW85dBwwrJtlHRDkJDAC,NAV,71,3570375,melodic rap,M,Hip Hop/Rap,"Republic Records, XO / Republic Records, XO Records, XO Records / Republic Records, XO Records, LLC and Republic Records"
7tTCdjIEm4DHFxgquKT18a,Markus Pawlik,34,375,classical,I,Classical,"Naxos, Sono Luminus"
7y97mc3bZRFXzT2szRM4L4,Frédéric Chopin,75,3581865,"classical, classical piano",I,Classical,"Decca Music Group Ltd., Novus Promusica, UME - Global Clearing House, Verbier Festival Gold, Warner Classics"
